X,Y,OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,NAICSDESCR
-89.2429689961199,35.6105321733044,77,10485321,HAYWOOD PARK COMMUNITY HOSPITAL,731-772-4110,2545 NORTH WASHINGTON AVENUE, ,BROWNSVILLE,TN,38012,1610,HAYWOOD,47075,"LOCATED ON THE NW SIDE OF N WASHINGTON AVE, BETWEEN E COLLEGE ST AND NORTH DUPREE AVE","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-85.2901333372714,35.0490220282093,78,10485276,ERLANGER HEALTH SYSTEM - BARONESS CAMPUS / THOMAS CLARKSON THOMPSON CHILDRENS HOSPITAL,423-778-7000,975 EAST THIRD STREET, ,CHATTANOOGA,TN,37403,2103,HAMILTON,47065,ON THE W SIDE OF CENTRAL AVE BETWEEN E 3RD ST AND BLACKFORD ST,"CHILDREN'S HOSPITALS, GENERAL"
-89.0445770258102,36.4143886142203,79,10485309,BAPTIST MEMORIAL HOSPITAL - UNION CITY,731-885-2410,1201 BISHOP STREET, ,UNION CITY,TN,38261,5403,OBION,47131,LOCATED ON THE SOUTHWEST CORNER OF BISHOP ST AND HILLCREST ST.,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-85.3274394390701,36.3852837474674,80,10485310,LIVINGSTON REGIONAL HOSPITAL,931-823-5611,315 OAK STREET, ,LIVINGSTON,TN,38570,1728,OVERTON,47133,LOCATED ON THE NORTHEAST SIDE OF OAK ST BETWEEN W UNIVERSITY ST AND W 1ST ST,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-87.8638446464559,35.5922462225097,81,10485311,PERRY COMMUNITY HOSPITAL,931-589-2121,2718 SQUIRREL HOLLOW DRIVE, ,LINDEN,TN,37096, ,PERRY,47135,LOCATED ON THE NORTHWEST SIDE OF SQUIRREL HOLLOW DR APPROXIMATELY .25 MI NORTHEAST OF INTERSECTION OF MARSH CREEK RD AND SQUIRREL HOLLOW DR,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-84.3857219924469,35.0268743139771,82,10485230,COPPER BASIN MEDICAL CENTER,423-496-5511,144 MEDICAL CENTER DRIVE, ,COPPERHILL,TN,37317,5000,POLK,47139,LOCATED ON THE SOUTHWEST SIDE OF MEDICAL CENTER DR LESS THAN .1 MI NORTHWEST OF COUGAR DR AND MEDICAL CENTER DR INTERSECTION,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-85.5089415634055,36.1691336303682,83,10485312,COOKEVILLE REGIONAL MEDICAL CENTER,931-646-2000,142 WEST FIFTH STREET, ,COOKEVILLE,TN,38501,1760,PUTNAM,47141,LOCATED ON THE SOUTHEAST CORNER OF N HICKORY AVE AND W 5TH ST,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-85.1433044379781,35.0537799066938,84,10483981,CUMBERLAND HALL OF CHATTANOOGA,423-499-9007,7351 STANDIFER GAP ROAD, ,CHATTANOOGA,TN,37421,8404,HAMILTON,47065,"ON THE NW SIDE OF STANDIFER GAP RD, 0.4 MILE E OF THE INTERSECTION OF LEE HWY AND STANDIFER GAP RD","HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)"
-86.8867859197164,36.4785080697717,85,10485315,NORTHCREST MEDICAL CENTER,615-384-2411,100 NORTHCREST DRIVE, ,SPRINGFIELD,TN,37172,3927,ROBERTSON,47147,FACILITY ENTRANCE ON EAST SIDE OF NORTHCREST DR LESS THAN .1 MILES SOUTHEAST OF THE INTERSECTION OF NORTHCREST DR AND TOM AUSTIN HWY,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-88.8684678227205,36.3346345755911,86,10485238,VOLUNTEER COMMUNITY HOSPITAL,731-587-4261,161 MOUNT PELIA ROAD, ,MARTIN,TN,38237,3811,WEAKLEY,47183,LOCATED ON THE SOUTHWEST CORNER OF MT PELIA RD AND KENNEDY DR,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-88.8698807826343,36.3325057625366,87,10485382,HEALTHSOUTH CANE CREEK REHABILITATION HOSPITAL,731-587-4231,180 MOUNT PELIA ROAD, ,MARTIN,TN,38237,3812,WEAKLEY,47183,LOCATED ON THE SOUTHEAST CORNER OF MT PELIA RD AND TN-43,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
-86.8190363777733,35.9161935090005,88,10485233,WILLIAMSON MEDICAL CENTER,615-435-5000,4321 CAROTHERS ROAD, ,FRANKLIN,TN,37067,4083,WILLIAMSON,47187,LOCATED ON THE NORTH SIDE OF HOSPITAL DR APPROXIMATELY .1 MI WEST OF INTERSECTION OF N CAROTHERS RD AND HOSPITAL DR,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-82.3732356596373,36.351879578224,89,10485359,NORTH SIDE HOSPITAL,423-854-5600,401 PRINCETON ROAD, ,JOHNSON CITY,TN,37601,2028,WASHINGTON,47179,"LOCATED ON THE NW SIDE OF PRINCETON RD, DIRECTLY ACROSS FROM NAVE DRIVE","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-89.8009996337067,35.2070368136136,90,10485232,SAINT FRANCIS HOSPITAL - BARTLETT,901-820-7000,2986 KATE BOND ROAD, ,BARTLETT,TN,38133,4003,SHELBY,47157,ON THE E SIDE OF KATE BOND RD BETWEEN US-64 AND STAGE POST DR,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-89.8010758917181,35.0926248375176,91,10485344,BAPTIST REHABILITATION - GERMANTOWN,901-757-1350,2100 EXETER ROAD, ,GERMANTOWN,TN,38138,3922,SHELBY,47157,"ON THE E SIDE OF EXETER RD, 0.2 MILE S OF THE INTERSECTION OF FARMINGTON BLVD AND EXETER RD","REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
-88.9389769729814,35.963069827113,92,10485300,GIBSON GENERAL HOSPITAL,731-855-7900,200 HOSPITAL DRIVE, ,TRENTON,TN,38382,3322,GIBSON,47053,ON THE NE CORNER OF HARBERT AVE AND HOSPITAL DR,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-89.8551647922907,35.1279855645734,93,10485380,BAPTIST MEMORIAL HOSPITAL FOR WOMEN,901-227-9000,6225 HUMPHREYS BOULEVARD, ,MEMPHIS,TN,38120,2373,SHELBY,47157,"ON THE W SIDE OF HUMPHREYS BLVD, 0.3 MILE S OF THE INTERSECTION OF WALNUT GROVE RD AND HUMPHREYS BLVD","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.168110670469,36.3878007861508,94,10485353,TROUSDALE MEDICAL CENTER,615-374-2221,500 CHURCH STREET, ,HARTSVILLE,TN,37074,1744,TROUSDALE,47169,"LOCATED ON THE WEST SIDE OF CHURCH ST, LESS THAN .1 MI NW OF RIVER ST","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-85.7428535217092,35.7000715487747,95,10485250,RIVER PARK HOSPITAL,931-815-4000,1559 SPARTA STREET, ,MCMINNVILLE,TN,37110,1316,WARREN,47177,"LOCATED ON THE NW SIDE OF SPARTA ST, BETWEEN VO TECH DR AND CADILLAC LN","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.3805535591316,35.9144190351207,96,10483972,TENNESSEE VALLEY HEALTH CARE SYSTEM - ALVIN C YORK CAMPUS,615-867-6000,3400 LEBANON ROAD, ,MURFREESBORO,TN,37129,1237,RUTHERFORD,47149,LOCATED ON THE SOUTHWEST CORNER OF SAM JARED RD AND VETERANS CIR,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-90.0263017607923,35.1435258294546,97,10483990,MEMPHIS VETERANS AFFAIRS MEDICAL CENTER,901-523-8990,1030 JEFFERSON AVENUE, ,MEMPHIS,TN,38104,2127,SHELBY,47157,"ON THE N SIDE OF JEFFERSON AVE, NW OF THE INTERSECTION OF N SOMERVILLE ST AND JEFFERSON AVE","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.5649733988927,35.9753385733896,98,10485358,STONECREST MEDICAL CENTER,615-768-2000,200 STONECREST BOULEVARD, ,SMYRNA,TN,37167, ,RUTHERFORD,47149,LOCATED ON THE NORTHWEST SIDE OF STONECREST BLVD BETWEEN CEDAR GROVE RD AND ROCK SPRINGS RD,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-82.3545189398858,36.323671250998,99,10485356,JOHNSON CITY SPECIALTY HOSPITAL,423-434-1400,203 EAST WATAUGA AVENUE, ,JOHNSON CITY,TN,37601,4629,WASHINGTON,47179,"LOCATED ON THE NW SIDE OF EAST WATAUGA AVE, BETWEEN WELBOURNE ST AND ELM ST.","HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)"
-84.007567492376,35.9740505589833,100,10485295,HELEN ROSS MCNABB CENTER - CENTERPOINT ADDICTION SERVICES,865-523-4704,5310 BALL CAMP PIKE, ,KNOXVILLE,TN,37921,3234,KNOX,47093,"LOCATED ON THE SOUTH SIDE OF BALL CAMP PIKE, BETWEEN MATLOCK RD AND DEWINE RD","HOSPITALS, ADDICTION"
-85.9138836426598,35.207968927622,101,10485401,SOUTHERN TENNESSEE MEDICAL CENTER - EMERALD HODGSON HOSPITAL,931-598-5691,1260 UNIVERSITY AVENUE, ,SEWANEE,TN,37375,2303,FRANKLIN,47051,"LOCATED ON THE SOUTH SIDE OF UNIVERSITY AVE, BETWEEN HALL ST AND FACULTY CIRCLE","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.5551644116808,35.1496004862611,102,10485253,LINCOLN MEDICAL CENTER,931-438-1100,106 MEDICAL CENTER BOULEVARD, ,FAYETTEVILLE,TN,37334,2684,LINCOLN,47103,LOCATED ON THE NORTHEAST SIDE OF MEDICAL CENTER BLVD AND THORTON TAYLOR PKY,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.8021911408696,36.1384369636235,103,10485277,VANDERBILT STALLWORTH REHABILITATION HOSPITAL,615-320-7600,2201 CHILDRENS WAY, ,NASHVILLE,TN,37212, ,DAVIDSON,47037,LOCATED ON THE NORTHEAST CORNER OF 23RD AVE S AND BLAKEMORE AVE,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
-85.2188653948402,34.9986953972795,104,10485329,PARKRIDGE EAST HOSPITAL,423-894-7870,941 SPRING CREEK ROAD, ,CHATTANOOGA,TN,37412,3909,HAMILTON,47065,ON THE W SIDE OF SPRING CREEK RD BETWEEN PECK DR AND N MACK SMITH RD,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-85.1220831972066,35.0269641004899,105,10485390,PARKRIDGE VALLEY HOSPITAL,423-894-4220,2200 MORRIS HILL ROAD, ,CHATTANOOGA,TN,37421,2818,HAMILTON,47065,"ON THE E SIDE OF MORRIS HILL RD, LESS THAN 0.1 MILE N OF THE INTERSECTION OF BRANDERMILL LN AND MORRIS HILL RD","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-89.7145185574803,35.0494687007769,106,10485376,BAPTIST MEMORIAL HOSPITAL - COLLIERVILLE,901-861-9000,1500 WEST POPLAR AVENUE, ,COLLIERVILLE,TN,38017,0601,SHELBY,47157,ON THE NW CORNER OF W POPLAR AVE AND SHEA RD,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-90.0305051361993,35.1415824395153,107,10483983,MEMPHIS MENTAL HEALTH INSTITUTE,901-577-1800,951 COURT AVENUE, ,MEMPHIS,TN,38103,2813,SHELBY,47157,"AT THE W END OF COURT AVE, 0.1 MILE W OF THE INTERSECTION OF N PAULINE ST AND COURT AVE","HOSPITALS, MENTAL (EXCEPT MENTAL RETARDATION)"
-86.3819665658102,35.8486304918422,108,10485316,MIDDLE TENNESSEE MEDICAL CENTER,615-849-4100,400 NORTH HIGHLAND AVENUE, ,MURFREESBORO,TN,37130,3837,RUTHERFORD,47149,LOCATED ON THE SOUTHEAST CORNER OF E BELL ST AND N HIGHLAND AVE,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-84.1444340655549,35.8985632341123,109,10485384,BAPTIST HOSPITAL FOR WOMEN,865-218-6011,10820 PARKSIDE DRIVE, ,KNOXVILLE,TN,37934,1956,KNOX,47093,"LOCATED ON THE SOUTH SIDE OF PARKSIDE DR, APPX .2 MI WEST OF LOVELL RD","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.8021996484561,36.1537546795773,110,10485237,BAPTIST WOMENS TREATMENT CENTER,615-284-7676,2000 CHURCH STREET, ,NASHVILLE,TN,37236,0001,DAVIDSON,47037,LOCATED ON THE NORTHWEST CORNER OF CHURCH ST AND 20TH AVE N,"HOSPITALS, ADDICTION"
-82.4130121190108,36.1336296763866,111,10485354,UNICOI COUNTY MEMORIAL HOSPITAL INCORPORATED,423-743-3141,100 GREENWAY CIRCLE, ,ERWIN,TN,37650,2177,UNICOI,47171,"LOCATED ON THE NE SIDE OF CROCKETT ST, BETWEEN SINASTA DR AND S MOHAWK DR","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-84.9818237769888,35.529183999144,112,10485251,RHEA MEDICAL CENTER,423-775-1121,9400 RHEA COUNTY HIGHWAY, ,DAYTON,TN,37321,7922,RHEA,47143,LOCATED ON THE THE SOUTHEAST SIDE OF RHEA OUNTY HWY ACROSS FROM INTERSECTION OF RHEA COUNTY HWY AND LOWER FINE LN,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-89.6778383046737,35.5358522705432,113,10485352,BAPTIST MEMORIAL HOSPITAL - TIPTON,901-476-2621,1995 UNITED STATES HIGHWAY 51 SOUTH, ,COVINGTON,TN,38019, ,TIPTON,47167,"LOCATED ON THE NW SIDE OF US-51, APPX .6 MI SW OF MUELLER BRASS RD","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.7854098160846,35.465054195094,114,10485334,MARSHALL MEDICAL CENTER,931-359-6276,1080 NORTH ELLINGTON PARKWAY, ,LEWISBURG,TN,37091,2227,MARSHALL,47117,LOCATED ON THE NORTHEAST SIDE OF N ELLINGTON PKY APPROXIMATELY .2 MI NORTHWEST OF INTERSECTION OF N ELLINGTON PKY AND US-31A BR,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-87.3753544831844,36.073363849905,115,10485244,HORIZON MEDICAL CENTER,615-446-0446,111 UNITED STATES HIGHWAY 70 EAST, ,DICKSON,TN,37055, ,DICKSON,47043,LOCATED ON THE NE SIDE OF US-70 E. BETWEEN LUTHER RD AND SUNSET RD,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.3273860760312,36.2216422242844,116,10485224,UNIVERSITY MEDICAL CENTER,615-444-8262,1411 WEST BADDOUR PARKWAY, ,LEBANON,TN,37087,2513,WILSON,47189,"LOCATED APPROXIMATELY .2 MI NORTH OF INTERSECTION OF W BADDOUR PKY AND BABB DR, ON THE WEST SIDE OF BABB DR","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-89.891901721271,35.2373099950107,117,10485381,HEALTHSOUTH REHABILITATION HOSPITAL - NORTH,901-213-5400,4100 AUSTIN PEAY HIGHWAY, ,MEMPHIS,TN,38128,2502,SHELBY,47157,"ON THE SE SIDE OF AUSTIN PEAY HWY, 0.2 MILE NE OF THE INTERSECTION OF NEW COVINGTON PIKE AND AUSTIN PEAY HWY","REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
-85.2914849517316,35.0504217168279,118,10485326,SISKIN HOSPITAL FOR PHYSICAL REHABILITATION,423-634-1200,1 SISKIN PLAZA, ,CHATTANOOGA,TN,37403,1306,HAMILTON,47065,FROM THE INTERSECTION OF E 3RD ST AND SISKIN DR TRAVEL 0.1 MILE NE TO BEND OF SISKIN DR THEN TRAVEL BETWEEN 0.1 AND 0.2 MILE SE TO WHERE SISKIN DR TURNS INTO SISKIN PLZ - ENTITY ON THE NE END OF SISKIN PLZ,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
-84.5223551969551,35.3449994984682,119,10485248,WOODS MEMORIAL HOSPITAL DISTRICT,423-263-3600,886 UNITED STATES HIGHWAY 411 NORTH, ,ETOWAH,TN,37331, ,MCMINN,47107,LOCATED ON THE NORTHWEST CORNER OF GRADY RD AND HWY 411 N,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-90.0425806289637,35.1530817474474,120,10485227,SAINT JUDE CHILDRENS RESEARCH HOSPITAL,901-595-3300,332 NORTH LAUDERDALE STREET, ,MEMPHIS,TN,38105,2729,SHELBY,47157,"ON THE NE SIDE OF N LAUDERDALE ST, 0.1 MILE N OF THE INTERSECTION OF WINCHESTER AVE AND N LAUDERDALE ST","CHILDREN'S HOSPITALS, GENERAL"
-86.8033648550433,36.1551222695941,121,10485378,CENTER FOR SPINAL SURGERY,615-341-7500,2011 MURPHY AVENUE,4TH FLOOR SUITE 400,NASHVILLE,TN,37203,2023,DAVIDSON,47037,LOCATED ON THE SOUTHEAST SIDE OF MURPHY AVE BETWEEN 21ST AVE N AND 20TH AVE N,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.6473290376571,36.1640454911569,122,10483984,MIDDLE TENNESSEE MENTAL HEALTH INSTITUTE,615-902-7535,221 STEWARTS FERRY PIKE, ,NASHVILLE,TN,37214,3325,DAVIDSON,47037,LOCATED ON THE NORTHEAST SIDE OF STEWARTS FERRY PIKE BETWEEN CREEKSTONE CIR AND MCCAMPBELL AVE,"HOSPITALS, MENTAL (EXCEPT MENTAL RETARDATION)"
-86.8041274882181,36.1384004502497,123,10483980,PSYCHIATRIC HOSPITAL AT VANDERBILT,615-320-7770,1601 23RD AVENUE SOUTH, ,NASHVILLE,TN,37212,3180,DAVIDSON,47037,LOCATED ON THE SOUTHWEST CORNER OF CHILDRENS WAY AND 23RD AVE S,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)"
-86.8042211418155,36.141676561692,124,10483979,NASHVILLE VETERANS AFFAIRS MEDICAL CENTER,615-327-4751,1310 24TH AVENUE SOUTH, ,NASHVILLE,TN,37212,2637,DAVIDSON,47037,"LOCATED ON THE EAST SIDE OF 24TH AVE S, BETWEEN HIGHLAND AVE AND PIERCE AVE","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.8105725874597,36.1529896874809,125,10483976,PARTHENON PAVILION AT CENTENNIAL MEDICAL CENTER,615-342-1440,2401 PARMAN PLACE, ,NASHVILLE,TN,37203,1518,DAVIDSON,47037,LOCATED ON THE SOUTHEAST CORNER OF THE INTERSECTION OF PARMAN PL AND 24TH AVE N,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-82.3845555968912,36.3080353513129,126,10485355,JOHNSON CITY MEDICAL CENTER,423-431-6111,400 NORTH STATE OF FRANKLIN ROAD, ,JOHNSON CITY,TN,37604,6035,WASHINGTON,47179,"LOCATED ON THE EAST SIDE OF N STATE OF FRANKLIN RD, BETWEEN ASH AVE AND MEDICAL CENTER PL S","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-83.9379218513427,35.9560637110044,127,10485292,EAST TENNESSEE CHILDRENS HOSPITAL,865-541-8000,2018 CLINCH AVENUE, ,KNOXVILLE,TN,37916,2301,KNOX,47093,"LOCATED ON THE SE SIDE OF CLINCH AVE SW, BETWEEN 21ST ST SW AND 20TH ST","CHILDREN'S HOSPITALS, GENERAL"
-86.8090436239973,36.1531205900975,128,10485369,CENTENNIAL MEDICAL CENTER,615-342-1000,2300 PATTERSON STREET, ,NASHVILLE,TN,37203,1538,DAVIDSON,47037,LOCATED ON THE NORTHWEST CORNER OF PATTERSON ST AND 23RD AVE N,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-83.93728215459,35.9572646035891,129,10485375,SELECT SPECIALTY HOSPITAL - KNOXVILLE,865-541-2600,1901 CLINCH AVENUE,4TH FLOOR,KNOXVILLE,TN,37916,2307,KNOX,47093,"LOCATED ON THE NW SIDE OF CLINCH AVE, BETWEEN 19TH ST SW AND 20TH ST","HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)"
-83.93728215459,35.9572646035891,130,10485294,FORT SANDERS REGIONAL MEDICAL CENTER,865-541-1101,1901 CLINCH AVENUE, ,KNOXVILLE,TN,37916,2307,KNOX,47093,"LOCATED ON THE NW SIDE OF CLINCH AVE, BETWEEN 19TH ST SW AND 20TH ST","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-83.9275359796259,35.9925465149616,131,10485374,SELECT SPECIALTY HOSPITAL - NORTH KNOXVILLE,865-545-7350,900 EAST OAK HILL AVENUE,4TH FLOOR MARION WING,KNOXVILLE,TN,37917,4505,KNOX,47093,"LOCATED ON THE NE SIDE OF HURON ST, DIRECTLY ACROSS FROM EAST OAK HILL AVE","HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)"
-82.3716833182988,36.3537839429831,132,10485360,JAMES H AND CECILE C QUILLEN REHABILITATION HOSPITAL,423-283-0700,2511 WESLEY STREET, ,JOHNSON CITY,TN,37601,1723,WASHINGTON,47179,"LOCATED ON THE SW SIDE OF WESLEY ST, APPX .1 MI NW OF PRINCETON RD","REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
-82.3876983262861,36.3077354777781,133,10483989,WOODRIDGE HOSPITAL,423-928-7111,403 NORTH STATE OF FRANKLIN ROAD, ,JOHNSON CITY,TN,37604,6034,WASHINGTON,47179,"LOCATED ON THE EAST SIDE OF N STATE OF FRANKLIN RD, BETWEEN ASH AVE AND MEDICAL CENTER PL S","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.8022656604916,36.139189185347,134,10507558,MONROE CARELL JUNIOR CHILDRENS HOSPITAL AT VANDERBILT,615-936-1000,2200 CHILDRENS WAY, ,NASHVILLE,TN,37232, ,DAVIDSON,47037,LOCATED ON THE NORTHEAST CORNER OF CHILDRENS WAY AND 22ND AVE S,"CHILDREN'S HOSPITALS, GENERAL"
-83.9437523521108,35.9402037326452,135,10485297,THE UNIVERSITY OF TENNESSEE MEDICAL CENTER,865-305-9000,1924 ALCOA HIGHWAY, ,KNOXVILLE,TN,37920,1511,KNOX,47093,"LOCATED ON THE EAST SIDE OF ALCOA HIGHWAY, APPX .6 MI SW OF NEYLAND DR","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-82.5513291466375,36.5535381244644,136,10485366,HEALTHSOUTH REHABILITATION HOSPITAL OF KINGSPORT,423-246-7240,113 CASSEL DRIVE, ,KINGSPORT,TN,37660,3775,SULLIVAN,47163,LOCATED IN THE SW CORNER OF GIBSON MILL RD AND CASSEL DR INTERSECTION,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
-82.5543631848711,36.5541506967653,137,10485367,WELLMONT HOLSTON VALLEY MEDICAL CENTER INCORPORATED,423-224-4000,130 WEST RAVINE ROAD, ,KINGSPORT,TN,37660,3810,SULLIVAN,47163,"LOCATED ON THE NE SIDE OF W RAVINE RD, DIRECTLY ACROSS FROM POWERS ST","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-85.9497243954392,36.2643579279538,138,10485364,RIVERVIEW REGIONAL MEDICAL CENTER - NORTH CAMPUS,615-735-1560,158 HOSPITAL DRIVE, ,CARTHAGE,TN,37030,1083,SMITH,47159,LOCATED IN THE NE CORNER OF HEALTH CARE DRIVE AND HOSPITAL DRIVE INTERSECTION,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-82.5142739736714,36.5509825956975,139,10485243,INDIAN PATH MEDICAL CENTER,423-857-7000,2000 BROOKSIDE DRIVE, ,KINGSPORT,TN,37660,4627,SULLIVAN,47163,"LOCATED ON THE SOUTH SIDE OF PAVILLION DR, BETWEEN N JOHN DENNIS HIGHWAY AND BROOKSIDE DR.","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-82.5147740587729,36.5537458849403,140,10485398,INDIAN PATH PAVILION,423-392-5500,2300 PAVILION DRIVE, ,KINGSPORT,TN,37660,4622,SULLIVAN,47163,"LOCATED ON THE NORTH SIDE OF PAVILLION DR, BETWEEN BROOKSIDE DR AND N JOHN B DENNIS HWY","HOSPITALS, ADDICTION"
-90.0317991409896,35.1417624424168,141,10485348,REGIONAL MEDICAL CENTER AT MEMPHIS,901-545-7100,877 JEFFERSON AVENUE, ,MEMPHIS,TN,38103,2807,SHELBY,47157,ON THE S SIDE OF JEFFERSON AVE BETWEEN N DUNLAP ST AND HOSPITAL ST,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-82.2563201679632,36.5852847469804,142,10485379,SELECT SPECIALTY HOSPITAL - TRICITIES,423-844-5900,1 MEDICAL PARK BOULEVARD,5 WEST,BRISTOL,TN,37620,7430,SULLIVAN,47163,"LOCATED ON THE SW SIDE OF MEDICAL PARK BLVD, APPX .2 MI SW OF W STATE ST","HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)"
-89.8642621909469,35.0983049617499,143,10483986,SAINT FRANCIS HOSPITAL - MEMPHIS,901-765-1000,5959 PARK AVENUE, ,MEMPHIS,TN,38119,5200,SHELBY,47157,ON THE S SIDE OF PARK AVE BETWEEN CHAMBERLAIN DR AND PRIMACY PKY,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-85.9719331880264,36.2587870389725,144,10485363,CARTHAGE GENERAL HOSPITAL,615-735-9815,130 LEBANON HIGHWAY, ,CARTHAGE,TN,37030,2955,SMITH,47159,"LOCATED ON THE NORTH SIDE OF LEBANON HWY, DIRECTLY ACROSS FROM HAILEY AVE","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-90.0211623683193,35.0329135303012,145,10485394,METHODIST SOUTH HOSPITAL,901-516-3700,1300 WESLEY DRIVE, ,MEMPHIS,TN,38116,6426,SHELBY,47157,ON THE N SIDE OF WESLEY DR BETWEEN PACE ST AND FARONIA RD,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-89.8078597188035,35.0900481989646,146,10485392,METHODIST LE BONHEUR GERMANTOWN HOSPITAL,901-516-6418,7691 POPLAR AVENUE, ,GERMANTOWN,TN,38138,3904,SHELBY,47157,ON THE SW SIDE OF W POPLAR AVE BETWEEN S GERMANTOWN RD AND EXETER RD,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.6221277321317,36.3248882459437,147,10485368,HENDERSONVILLE MEDICAL CENTER,615-338-1000,355 NEW SHACKLE ISLAND ROAD, ,HENDERSONVILLE,TN,37075,2300,SUMNER,47165,LOCATED IN THE SW CORNER OF THE NORTHERN MOST INTERSECTION OF OLD SHACKLE ISLAND RD AND NEW SHACKLE ISLAND RD,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-90.0194163822634,35.1366346781776,148,10485347,METHODIST UNIVERSITY HOSPITAL / METHODIST EXTENDED CARE HOSPITAL,901-516-7000,1265 UNION AVENUE, ,MEMPHIS,TN,38104,3415,SHELBY,47157,ON THE S SIDE OF UNION AVE BETWEEN S BELLEVUE BLVD AND S CLAYBROOK ST,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-90.0323707518701,35.1440626248813,149,10485346,LE BONHEUR CHILDRENS MEDICAL CENTER,901-287-5437,50 NORTH DUNLAP STREET, ,MEMPHIS,TN,38103,2800,SHELBY,47157,ON THE SE CORNER OF N DUNLAP ST AND WASHINGTON AVE,"CHILDREN'S HOSPITALS, GENERAL"
